player,round,hole,strokes,par,score
"Diaz, Fernando",3,3,5,3,2
"Diaz, Fernando",3,4,4,4,0
"Diaz, Fernando",3,5,4,4,0
"Diaz, Fernando",3,6,3,4,-1
"Diaz, Fernando",3,7,3,3,0
"Diaz, Fernando",3,8,4,4,0
"Diaz, Fernando",3,9,5,5,0
"Diaz, Fernando",3,10,4,4,0
"Diaz, Fernando",3,11,6,4,2
"Diaz, Fernando",3,12,2,3,-1
"Diaz, Fernando",3,13,4,4,0
"Diaz, Fernando",3,14,6,5,1
"Diaz, Fernando",3,15,3,4,-1
"Diaz, Fernando",3,16,3,4,-1
"Diaz, Fernando",3,17,5,5,0
"Diaz, Fernando",3,18,3,3,0
"Sahm, Rob",3,1,4,5,-1
"Sahm, Rob",3,2,4,4,0
"Sahm, Rob",3,3,4,3,1
"Sahm, Rob",3,4,4,4,0
"Sahm, Rob",3,5,4,4,0
"Sahm, Rob",3,6,4,4,0
"Sahm, Rob",3,7,4,3,1
"Sahm, Rob",3,8,4,4,0
"Sahm, Rob",3,9,4,5,-1
"Sahm, Rob",3,10,6,4,2
"Sahm, Rob",3,11,4,4,0
"Sahm, Rob",3,12,3,3,0
"Sahm, Rob",3,13,4,4,0
"Sahm, Rob",3,14,5,5,0
"Sahm, Rob",3,15,4,4,0
"Sahm, Rob",3,16,4,4,0
"Sahm, Rob",3,17,4,5,-1
"Sahm, Rob",3,18,3,3,0
"Otsuka, Arihiro Eugene",3,1,5,5,0
"Otsuka, Arihiro Eugene",3,2,5,4,1
"Otsuka, Arihiro Eugene",3,3,4,3,1
"Otsuka, Arihiro Eugene",3,4,5,4,1
"Otsuka, Arihiro Eugene",3,5,4,4,0
"Otsuka, Arihiro Eugene",3,6,4,4,0
"Otsuka, Arihiro Eugene",3,7,3,3,0
"Otsuka, Arihiro Eugene",3,8,4,4,0
"Otsuka, Arihiro Eugene",3,9,5,5,0
"Otsuka, Arihiro Eugene",3,10,4,4,0
"Otsuka, Arihiro Eugene",3,11,4,4,0
"Otsuka, Arihiro Eugene",3,12,3,3,0
"Otsuka, Arihiro Eugene",3,13,4,4,0
"Otsuka, Arihiro Eugene",3,14,5,5,0
"Otsuka, Arihiro Eugene",3,15,4,4,0
"Otsuka, Arihiro Eugene",3,16,4,4,0
"Otsuka, Arihiro Eugene",3,17,6,5,1
"Otsuka, Arihiro Eugene",3,18,3,3,0
"Souza, Darrell",3,1,4,5,-1
"Souza, Darrell",3,2,4,4,0
"Souza, Darrell",3,3,4,3,1
"Souza, Darrell",3,4,5,4,1
"Souza, Darrell",3,5,4,4,0
"Souza, Darrell",3,6,3,4,-1
"Souza, Darrell",3,7,3,3,0
"Souza, Darrell",3,8,5,4,1
"Souza, Darrell",3,9,4,5,-1
"Souza, Darrell",3,10,4,4,0
"Souza, Darrell",3,11,5,4,1
"Souza, Darrell",3,12,3,3,0
"Souza, Darrell",3,13,4,4,0
"Souza, Darrell",3,14,5,5,0
"Souza, Darrell",3,15,4,4,0
"Souza, Darrell",3,16,4,4,0
"Souza, Darrell",3,17,4,5,-1
"Souza, Darrell",3,18,3,3,0
"Rudolph, Michael",3,1,4,5,-1
"Rudolph, Michael",3,2,4,4,0
"Rudolph, Michael",3,3,4,3,1
"Rudolph, Michael",3,4,5,4,1
"Rudolph, Michael",3,5,4,4,0
"Rudolph, Michael",3,6,6,4,2
"Rudolph, Michael",3,7,2,3,-1
"Rudolph, Michael",3,8,4,4,0
"Rudolph, Michael",3,9,4,5,-1
"Rudolph, Michael",3,10,4,4,0
"Rudolph, Michael",3,11,3,4,-1
"Rudolph, Michael",3,12,4,3,1
"Rudolph, Michael",3,13,4,4,0
"Rudolph, Michael",3,14,5,5,0
"Rudolph, Michael",3,15,4,4,0
"Rudolph, Michael",3,16,4,4,0
"Rudolph, Michael",3,17,4,5,-1
"Rudolph, Michael",3,18,3,3,0
"Blau, Rudolf",3,1,4,5,-1
"Blau, Rudolf",3,2,4,4,0
"Blau, Rudolf",3,3,3,3,0
"Blau, Rudolf",3,4,4,4,0
"Blau, Rudolf",3,5,4,4,0
"Blau, Rudolf",3,6,4,4,0
"Blau, Rudolf",3,7,3,3,0
"Blau, Rudolf",3,8,4,4,0
"Blau, Rudolf",3,9,4,5,-1
"Blau, Rudolf",3,10,5,4,1
"Blau, Rudolf",3,11,5,4,1
"Blau, Rudolf",3,12,2,3,-1
"Blau, Rudolf",3,13,4,4,0
"Blau, Rudolf",3,14,3,5,-2
"Blau, Rudolf",3,15,4,4,0
"Blau, Rudolf",3,16,4,4,0
"Blau, Rudolf",3,17,4,5,-1
"Blau, Rudolf",3,18,5,3,2
"Kelder, Kevin",3,1,4,5,-1
"Kelder, Kevin",3,2,5,4,1
"Kelder, Kevin",3,3,5,3,2
"Kelder, Kevin",3,4,4,4,0
"Kelder, Kevin",3,5,4,4,0
"Kelder, Kevin",3,6,4,4,0
"Kelder, Kevin",3,7,3,3,0
"Kelder, Kevin",3,8,4,4,0
"Kelder, Kevin",3,9,4,5,-1
"Kelder, Kevin",3,10,4,4,0
"Kelder, Kevin",3,11,4,4,0
"Kelder, Kevin",3,12,3,3,0
"Kelder, Kevin",3,13,4,4,0
"Kelder, Kevin",3,14,6,5,1
"Kelder, Kevin",3,15,4,4,0
"Kelder, Kevin",3,16,5,4,1
"Kelder, Kevin",3,17,5,5,0
"Kelder, Kevin",3,18,3,3,0
"Romano, Osvaldo Antonio",3,1,6,5,1
"Romano, Osvaldo Antonio",3,2,4,4,0
"Romano, Osvaldo Antonio",3,3,4,3,1
"Romano, Osvaldo Antonio",3,4,5,4,1
"Romano, Osvaldo Antonio",3,5,4,4,0
"Romano, Osvaldo Antonio",3,6,4,4,0
"Romano, Osvaldo Antonio",3,7,3,3,0
"Romano, Osvaldo Antonio",3,8,5,4,1
"Romano, Osvaldo Antonio",3,9,7,5,2
"Romano, Osvaldo Antonio",3,10,4,4,0
"Romano, Osvaldo Antonio",3,11,5,4,1
"Romano, Osvaldo Antonio",3,12,5,3,2
"Romano, Osvaldo Antonio",3,13,5,4,1
"Romano, Osvaldo Antonio",3,14,6,5,1
"Romano, Osvaldo Antonio",3,15,4,4,0
"Romano, Osvaldo Antonio",3,16,5,4,1
"Romano, Osvaldo Antonio",3,17,5,5,0
"Romano, Osvaldo Antonio",3,18,4,3,1
"Galimi, Andrew",3,1,6,5,1
"Galimi, Andrew",3,2,4,4,0
"Galimi, Andrew",3,3,4,3,1
"Galimi, Andrew",3,4,6,4,2
"Galimi, Andrew",3,5,6,4,2
"Galimi, Andrew",3,6,4,4,0
"Galimi, Andrew",3,7,4,3,1
"Galimi, Andrew",3,8,4,4,0
"Galimi, Andrew",3,9,5,5,0
"Galimi, Andrew",3,10,4,4,0
"Galimi, Andrew",3,11,3,4,-1
"Galimi, Andrew",3,12,4,3,1
"Galimi, Andrew",3,13,5,4,1
"Galimi, Andrew",3,14,7,5,2
"Galimi, Andrew",3,15,5,4,1
"Galimi, Andrew",3,16,5,4,1
"Galimi, Andrew",3,17,4,5,-1
"Galimi, Andrew",3,18,3,3,0
